,account_name,user_name,followed,s_follow,s_follow2
179,宇宙人カプリコルニ,CosmosCaprcorni,"12/29,kOADXUbNAiDqBG5,12/15,nao63013944,10/31,nakato917725,8/4,on_promethe",oyaji_yakiniku,yu_2005_0503
224,宇宙人ユプシロン2,CosmosYupsiron,"3/8,SatsukiLaw,12/9,TETSU_aaa,7/28,Junharu3361",life_note365,
59,イヒ神,IhyGod963,"2023/3/22,NU4IryyiHpsaa8Q,2023/3/16,treeoflife_new,3/8,loalivekily3,11/28,NE6PofR1Ns35VEk,11/14,heyy_ime,8/6,smilepeopleinj1",shun_55fire,
275,宇宙人アルビレオ,CosmosAlbireo,"2023/3/17,reiwachan_co_jp,2023/3/14,aniotahosyu,3/7,bekkaku_,12/29,myon_344,12/9,RIPSLYME5,12/5,katakana_miwa,11/28,Ishita32100826,7/31,sakurajapan72,7/21,megumu09418486",mahina_1111,
107,宇宙人フェクダ,CosmosFekda,"3/7,NumberLily,12/12,KITAMUKIJIZO,kamiyahealing,10/29,R1_detective",kanon_makelove,25aihime25
150,宇宙人アルファ,CosmosAlpha283,,matsueri1,ashbrown1177
296,宇宙人イプシロン,CosmosIpsilon,"11/22,2okutameo,9/27,jibuntime322,9/19,familyhappylife,9/12,eijisolitary,8/11,OdaSma_kohaku,6/6,Mitch000213,hsp______life",uranai_otomez,sayaka_phd
279,宇宙人ベリル,CosmosBeril,"11/28,misiru_",rasiicu_,toshibunbun
349,宇宙人クリソベリル,CosmosCrsoberil,"3/7,tomohimawari33,10/29,negishi_bigei3,6/6,koichi_333,OfficeFr",fushi_diet,matsu_f16
81,宇宙人トパゾライト,CosmosTpazolite,"2023/3/13,kokoro_peaceful,3/8,uranai_itezaa,9/22,km_ao_,9/22,notekat,9/6,YMidori35,7/30,nishinishi_kun",ganaha_masako,
223,宇宙人ムドラ,CosmosMudora,"10/20,jIZcft8e3OLjclP,7/13,ikeike3103",41azusayumi,__fumie0000
136,絶対開運・किस्मत｜気功・ヒーリングmiyo🎇,miyo_heal_,"2/20,ynrWH6dtyJvGF20,10/19,shironeko_11_22,10/19,Loux20211003,7/23,5ncz8wts6OvzGNn,tatyan11111",Mrt_newacca,fu_kyu_
175,宇宙人ユーレック,CosmosEurek,"3/7,aogakusei_,2/24,arai_LD,9/6,lulai_lune",Rika_Ida07,rina34_business
153,宇宙人パイ,CosmosPai741,"2/24,uranai_uozaa,10/7,necoyama_neco,9/15,towa_wellbeing,9/6,8Tj6NpuIfCMwEYO,6/6,fu_majime66",yhmm1222,Bs_Hachi
134,宇宙人エルタニン,CosmosEtanin,"3/7,kurimi758",aimin_es_,onoderablog
210,宇宙人カイ,CosmosChi174,"2023/3/22,flat_0825,2023/3/21,morimizumikako,10/4,chi_ku4_ari_nco,9/29,mu_haruhi",mametaro1210,
143,宇宙人ムフリッド,CosmosMuphrid,"12/1,EriPureStar1212,7/29,kotone7biyori",TSUBAKI90835866,magarin_niko
366,メシア/ピラミッド内を流れる高尚な波動（オーラ）,MesiaPyramids,"11/29,finewezar,11/1,maka_hisho,10/10,Rita123_45,10/10,nagomu__toki,9/3,BUdhiSQgjmgiLbH,8/02,nekMustang",tanashun28,
361,宇宙人パーヴォニス,CosmosPavonis,"11/29,otokohone23,9/15,cocopics_tsa,7/31,SyunMk",akpapa_family,
313,恋愛／愛染明王,bot19322324,"2023/3/14,kobugaharatengu,3/8,miwajinnjya,12/10,kuu73114,1/28,senkonman,10/15,Incantation_clb,9/17,yuni_lovemyself,9/6,KahokoTsunezawa",kasukabemokuzai,
321,宇宙人ペガサス,CosmosPegasus,"11/14,nearelic,7/30,Laichi99137973,mayu1652,7/27,arika_161020",OKU_MAYA,oracletaro
71,ラー(Ra)｜太陽神,Ra_Sungod836,"2023/3/21,takehito_miya,3/7,ESQXeRaJCahzuk1",kanazawa_shrine,
326,プレアデス／PLEIADES,PLEIADES00000,"2/20,chiimama0409,2/13,25_ni_ko_,9/20,triodiary",tatetate0tasuke,tryskw
336,Brain IQ10兆エネルギー永久版。一生何度でも受け取れる,iq10trillion0,,enicat10,2ndjungo
0,エラー,エラー,エラー,エラー,エラー
368,サトリ超次元空間クライミングとポテンシャル脱抑制の秘伝,satori21a,"9/4,FT0321_0805,9/4,adgopwpm,7/23,meiwaplatech",Yukamama_Buppan,
197,第６チャクラ覚醒サポートサロン～第三の目を活性化する～ 宇宙意識/直観力/第六感/記憶力/成功,bot83507815,"2023/3/20,moririnlabo,2023/3/13,matsukichi3636,3/7,masayachiba",iwaijinja,
0,エラー,エラー,エラー,エラー,エラー
278,宇宙人アダーラ,CosmosAdala,"2023/3/22,hihojan10,3/8,Happy_Pokonyan1,12/9,kenjin_ayasato,11/14,infotoga,10/31,ka_m_i_sa_ma,kokoronokotoba1,8/30,nomototamaki,8/27,akari_suz,7/13,mii2525jp",Tokusuke4,
226,ホルス神の司／メビウスの階梯／ダヴィンチの閃光,jrd4kxSanQKz,"6/6,utukana_soudan,FloraCarpediem",utukana_soudan,FloraCarpediem
239,"スターシード夢香｜人間的魅力を高め人を惹きつける,良好な人間関係,幸運,創造性の解放,うつ病治療",missycrockettny,"3/7,goruvictoria,11/22,Yuiphoto888,11/14,tabestation,7/23,iiaamtmk,oden_biz,wasurenagusa_28",DaysTurtle,pokari_chan_
47,階層世界への導き／物質界、アストラル界、霊界、ブディー界、神界、コーザル界、モナッド界,Brennatrentki5,"2023/3/17,fkuroyukix,3/8,chococo_rp,11/11,maco_sns,7/21,_hana_iro",Goshudan,
45,ハトホル(Hathor)若く美しい恋人,Hathor174,"3/8,16tea24,12/30,wayu_jiyu,12/12,hiro_signore,11/23,KIYOHAR13911665,7/30,GosyuinOmikuji",kaito_uranai,
123,快眠／美容気功,rXmENK3T,"3/7,amagami_garden,2/4,yokoyanenn,1/31,miyoshi_koufuku,12/12,satoru_coaching,12/9,jp3dxz,IUwa51,8/1,TENmamoruKOU",sayaka_merry,Cristoforou
58,宇宙人ピーコック,CosmosPekoc,"3/7,kasegu_master",yoshihama_sp_ch,sin777_24
8,宇宙人ナオス,CosmosNaos,"2023/3/15,sai_tabibito,3/7,Kyoto_Ryota_F,11/26,cobraptl,11/14,kamomioyajinja",23jinomimizuku,
9,宇宙人オリオン,CosmosOrion639,"3/8,sho30_hsshsp,12/12,aki_location,11/30,komadogsan,mi_smile10,10/30,ltVeEtRDoKxHv8w,6/9,ltVeEtRDoKxHv8w",XU3F8wI1Csm5HQ2,
15,宇宙人リード,CosmosRead,"3/8,aya_sinmama",de591g2,afilasite
19,宇宙人ゴメイザ,CosmosGomeisa88,"2023/3/13,banana_bot,3/8,KENSUKEYAMAGUC2,3/1,ns__rie,2/13,jisei0918,1/16,Books_Apps,12/30,tomoko_beylee7,12/27,rurouni15967,8/18,chi3deyansu,8/02,iyashimasyo,490KOrktu7O28bA",MrsCocona,
20,aiko,ai_heal_21,"2023/3/21,rikomiyazawa",BiwakoOfunato,
26,マザーシップ・ソーラーシステムの光線,helmesl444,"2023/3/20,milky_way__love,3/7,shakunone,1/27,CS60osaka1,12/28,yuridesign_vn,11/3,bluelotus808,10/9,Omaoma2140,9/19,misatofikiitos,happysmileseed4,kashiwagi84,9/10,Akirin18,9/5,komaList0311,8/23,Rururuu_0406,8/18,FUKUGOD,7/13,kuroyoubi14",sakamotomisuzu,
27,現世転生/アブラハムのお告げ,abrhm_21,"3/8,radran10,12/27,yunomamaT,12/23,ieskirist_issei,12/12,195594mi,12/5,mote_otokouke,11/28,http_hebimiko,11/25,kashima_jingu,11/22,kanda_myoujin,11/14,irorisanzoku,10/25,uranai_mizugaam,9/19,yukata03,jasmin_igoSmile,9/16,tninnaka",career_kenta,
34,アルクトゥルスの目覚め～生きる力を養う～引きこもり、うつ病、精神病、自傷、ED治療、不感症改善,YmKFD72vAdwQ,"3/8,matsuzakichikai,1/14,shiguree_uranai,12/30,tomoya_friends7,12/12,aoe_toma47,11/25,k1u1mamoto,11/1,yoshinari1978,9/28,yocoo__k,9/23,yukarin_fukugyo,nanagoro3,7/15,yuzuka_tecpizza",aya_gokigen,
380,"ガンマ波で覚醒／高周波ガンマ波,脳の認知機能活性化,頭脳明晰,直観力,鬱病治療,ADHD(注意欠陥)",g_hzgod,"12/22,toyokunishrine,11/14,shiitake7919",,
40,南はるか〜女神のヒーリング～,c9RZTfwQIyzU,"2023/3/20,kitsunesama2021,3/8,fukufukugoma,12/8,sunwindowhana,12/5,kumejirouskume1,11/7,sainokunihirosi,10/18,NIKOchan25,kami_onmyoji,10/14,miwaSiriusStone,10/11,muscle_positive,9/27,DsQO4LPCbFant02,8/23,ayano_hinakume,tamagowomusita,8/8,kinuehirokawa,7/30,RedBullakabeco",matsutakeh,
35,観音コレクション／サイキックエナジー,FarrisftHanna,"3/8,apricot_candy_a,1/14,yuka_nexwave,12/27,spi_uranai01,12/3,ooya_jumasy8,peetanpeetan63,11/28,monaka_amatou11/22,KASUGASHRINE,11/14,kenkun_jinja,11/7,apricot_candy_a,8/10,fukufuk52988398,7/30,riemann_100,7/13,hanamar79700561",yama202206,
49,カムテフ神,KamtevGod,"3/8,ADHD_O_chan,1/11,ADHD_O_chan,hiyo_101211,1/9,cocoro_hare365,11/28,MessengerMizore,11/7,WATA1031maryui,10/30,sujinii_asset,10/24,mana_desu612,MomomoM_m1,7/16,DjOr9qej8SvuWoe",mocchan_design,
44,アストラル界の導き／魂を選別する天使の存在,Danitapoemut,"3/6,doctorsnowman05,1/12,leo_lifedesign,XwYjXvp6M1SNPNe,12/7,josefu1207,12/3,mai_nohon,12/1,_mint1996,kaedechann3,hellwanko,11/24,bettio1225,11/22,kei01_biz,11/14,fujinomori505,11/4,Amy_Okudaira,10/11,tomotake04299/27,WakwakneetC,fairy109rose,7/3,1957LesPaulCSB2",lookupthe_sky,Maruku_1705
43,転生神社,gracedickens311,"3/8,shiaweseOL,1/12,HiiDeMaRuu,12/12,lkArKqLzAvYbkv5,11/30,nonbiripoem,11/25,IMT7c7HeuX9meQ5,5/26,hana_uta_sanko,k2samemoon",merciarigatou,shibatajun
48,ソプデト(Sopdet),Sopdet174,"2023/3/13,cherie03870909,3/8,sasahiro_lif,6/15,hellwanko",oda1582_revival,
51,治癒 除霊 健康 ओम् アウムの神社,aumnoseisui,"1/11,miyama0309,toyolo_official,1/9,yasuhikohatta,12/7,dendenhimawari,11/26,yasuhikohatta,9/14,aimer56687463,7/18,tF0Vqo5l55BpuE7",maruko_up,AiAKIRA021077
33,ニューアトランティスプロジェクト/地球の解放,axtagksz,"3/8,fukazume_taro,12/24,yuuymusubu,12/22,yuuymusubu,7/30,con6_con6_,6/9,Zero58533086,yuuymusubu",Zero58533086,
39,高いバイブレーションを加速,hilton15868057,"3/8,aitamanegi,7/13,necononegot",e_m_equipment,
31,プレアデスの夜明け／天使の領域との強い繋がり,Braunvernicenmr,"3/7,mako_chie,1/26,2qiaLo,1/11,manami_body,tabehoJ,1/6,raoutanaka,12/27,isshy_kinun,12/8,usalica,Monjiro_2017,10/30,ZiNmt6f,10/25,uranai_oushiza,9/21,kattsun0629",neppu6147,yurika10311
50,サードアイ活性／女神・神氣・１０階級制覇／香澄,AmandaW03065319,"2023/3/14,MR62440716,3/4,asukanauyouni,kkk_cun,1/9,rainbowbirdac,11/28,MuseeMagica,11/14,nittan_nittan,7/14,STT0358YJ",nanavoice222,
24,猫قط｜バステト神話,bastet_sin,"3/7,AokiFudosan,2/13,hatanohiroshi,1/11,GecchoM,keifu721,1/9,ninja_in_japan",Wwmajidesorena,philosopium
63,宇宙人センス,CosmosSense,"2023/3/20,yoshito_1977_,2023/3/13,so370gf,3/8,Haruka_Clear",honnoinosisi555,
185,イシス女神,GoddessIsis528,"3/6,Kizashi_S,7/5,accessLabo",UiDxZvDiZ1WU1ks,pana_riman
3,アルコルの裏・宇宙空間,alcorcosmos123,,MoonCrusader,
46,太古の恐竜ティラノザウルス,DinosaurTyrano,"3/8,osaruproducer,1/11,hW0Dcq3fmq9EdV3,osaruproducer,1/9,SaraVisionary,12/30,1200saicho,12/12,hiroshisj,12/10,tachi_a_gare,12/5,shippin4141,11/23,gassyou2,10/12,takion_s",oda_vn,
12,宇宙人ヨーガ,Yogacosmos,"12/5,seimeijinja,10/21,Minazuki_Rion3,10/13,ritsuuranaishi,9/21,yopei1222,8/28,haruobb,8/16,suyasuyato3,7/27,yamachan_5LC",1055style,gishigaku
4,宇宙人ピース,CosmoElger,"3/8,radran20,12/17,oki_1192kenko,12/12,LpXk6,10/9,oki_1192kenko,9/19,Kagami_Ryuji,9/15,lilacblueblue,9/8,Takadakavoce",zicocouteikan,
11,宇宙人タロット,TarotCosmos,"3/8,Daisuke_F369,1/11,koshian_chiba,12/28,zenji_nio,12/5,aoejinja,11/14,MuseeMagica,10/21,makiakari,genyu2_,kaedechann3",monkey_across,
22,狐｜伝言,inari_sin_,"3/8,Ninna_ji,12/1,uranai_yagizaa,10/5,ryujin8jinturki,fortuneapp123,9/17,chiepi_research,Kiuiage,8/25,mako0350,8/18,shion0x0x,7/28,charko11spi,7/14,mangayaro,oN8v9fEXYQCjQti,hireakiju68",Whitebear_SSch,
14,宇宙人モク,CosmosMer,"3/7,bear5599,2/13,0417tatuya,1/27,freelife_blog,12/27,jF5dIjRvg85jFIj,12/23,Lucha1151,9/19,Drjinclinic,Satokun35701723",cocoro_hare365,masako_otsuka
30,女神の帰還ヒーリング 🌹✨／イルカ🐬,fbNA0UYB7W38,"3/8,Ryoot13,11/16,Ryoot13,KASUGASHRINE,9/11,kakkouinkyosho,9/6,mii2525jp,8/23,itoko_nikon,7/15,0_ZERO_8,9/11,kakkouinkyosho,9/6,mii2525jp,8/23,itoko_nikon,7/15,0_ZERO_8",masyumaro_ayuyu,
41,～遠隔ヒーリングの間～,SLIlTUmT8ohL,"3/8,puredesuyo,1/11,puredesuyo,apeach923,1/6,r_renaiya,11/28,latina_sama,10/30,siro197209,10/18,jara51015077,10/11,rotsurechiha",peacemooth,crystalsnow263
28,ウアジャト女神,GoddessUajat,"2/22,zicocouteikan,1/11,yamabuki_usa,zicocouteikan,1/6,kaede_uranai7,12/5,twi_jinjya_,10/21,ina_mirisa,9/4,marebito0215",nihontoshiconsa,
36,直感・目覚め／シヴァ(Shiva)瞑想・葵(あおい）,MandieHeiple,"3/11,fukuya_online,3/8,maa_dietdesu,1/21,seisei19790706,12/30,Noa37365256,12/12,AsagayaShinmei,11/23,ynu_j3,11/5,inari_fox_08,9/14,yopparai_chmist,8/7,Uranai_SHINKIDO,naokichi_accept,7/15,pepegumi",YUJI_MZTN,
17,宇宙人サダルメリク,Sadalmelek212,"3/8,ponnu20mama,1/11,usakorakuraku,ponnu20mama,1/6,de591g2,12/1,hato_lifehack,11/28,kuroinutarot,11/14,jinjakentei,10/30,toyoyo57790459,9/21,antoshia2n,9/11,ina_mirisa,8/29,panshokunin123,8/18,rinko_rinko0619,8/3,y3027m",sato_father4,
37,グレートセントラルサン(銀河の中心太陽、宇宙のソース)との繋がりを強化 5134380728,centralsun123,"3/8,joker_peaches,1/11,joker_peaches,b_aomidori,1/9,kenny_gby,1/6,koichi86645421,7/5,fortune_sou",b_aomidori,
5,宇宙人スーン,heal_Soon,,do_Counselor,oneday_onelife8
13,宇宙人カーム,calm_cosmos,"2023/3/1,manabubannai,3/4,aqua_blanca,2/24,WagtailW,2/22,cho_biyouchan,2/13,Yukifunese,1/16,hibiki_spirit,1/11,hibiki_spirit,Yukifunese1/9,kazuma_uranai,12/12,HRenpou,11/30,kobansou85,11/22,startry,11/14,atagojinjya,10/19,dore_official9,10/6,kami_nukenai,_kyunchannel_,9/28,xxJBIebsCrew,6/9,xxJBIebsCrew",kikiiiiy0901,
7,宇宙人リュラェ,CosmosLyrae,"3/8,paya_paya_kun,1/21,hamshigesan,12/12,free_reonlife,11/22,kenkun_jinja,11/14,kunozan_toshogu,9/28,liber_life,8/16,rara_hana_,6/9,rara_hana_,rie61619330",Rkpb_R,
10,宇宙人カフラー,CosmosKafla,"3/8,badassceo,12/12,satoko_blessyou,11/7,PBVcy7GiZoKFi2k,10/30,japan50032175,9/8,saeligood,8/10,kanon_itami_Try,8/7,sayuri825,7/29,NHJcxs4pPIlPX0Q,6/29,NHJcxs4pPIlPX0Q",mj_yzf,
16,宇宙人アルフェ,CosmosAlphe,"2023/3/17,hirayuri1120,2023/3/13,Psycho_Note,3/8,judsan12,11/28,dera3daze,11/14,matsuzakichikai,9/7,tabupan_jp,8/23,fujifujizombi,realogue,8/9,MIKO46250535,8/3,ecchan_kirakira",alwayss77145541,
18,宇宙人プラキエプア,CosmosPuek11,"3/8,3DRZtPzbkfObDpF,12/23,haruto_spi,12/12,momo__hsp,bon_bon_usagi,10/11,rurusekakiha,10/3,fu_umin_blog,9/25,aya_ponpon1221ringotoranp,9/12,z87sVRNJvvJqdUg,7/26,blue_bird0927",pocomi_chi,
23,【最強金運】巨万の富をもたらす黄金の８００万の神々の潜在意識,srfyrbcs,"3/8,trivia_hour,1/11,supohen_asakatu,trivia_hour,1/9,RenaiyaSakura,12/23,startry,12/12,Hi_soca,11/30,koutosisite,10/30,yuuhi_sns,10/26,positive_yuzuka,10/7,hoshinonozomimi,9/14,tanutowa,8/10,pesca1128,7/29,c6fN5Xee0CbK71b,6/6,XBfcKi5OZX1v6nF,tsubuyakirabbit,Amaterasu00001",amasehimika147,
25,イシス(Isis),isis174963,,mochizukiayaka,VtuberRena
32,霊視、直観能力アップのサポート,reishi54789,"3/4,jurinasuehiro,1/18,Carriekonkatsu,1/14,shiningerikafo1,12/24,chirori_san,12/12,coco_369_,11/14,maru_u001,11/7,t3zlwoCONg52AML,10/21,kae4649ne,7/13,kinoshita_nw",michipo5,goph_
38,【縁結びの間】良縁・結婚運・出会い運・恋愛成就・仕事運・夫婦円満・子宝・人脈運・運気上昇／愛染明王真,WisdomKing21,"2023/3/15,yoshiminpower,3/8,konnakareha18da,1/11konnakareha18da,yoshiminpower,1/6,hotaka_tsukada,12/12,ort100sup,12/5,meidiamond,11/23,333twinray,11/14,sangenshabutu",oku_tominaga,
29,星野ルカ✨🌈,kjyydeym,"3/8,yaino_group,12/12,koichi_kawakami,12/5,mahide8,gabrriera11/22,e98SnMZJchhlqjt,10/11,yamagata88akira,10/5,mika_n_chan1994,9/3,nanami00463354,Remusuro,8/8,MANAMI82614555,miurennrenn,7/5,oM4MPkb5I75QZO9",kanzakimeri,
42,セト神 ,SetoGod396,"3/8,nakisyozyo,1/11,nakisyozyo,Ptaro_chan,1/9,kimie31611,12/17,merciarigatou,11/28,kitano_bunka,11/23,J0Waq,kamihito_kotoba,11/7,prana_mana",Rie_release,Ptaro_chan
381,沈黙の49日間アストラルの世界,Starrrositaaqt,"1/11,SF_fujiko,12/28,snowandparasa,12/2,kiyama_jinjya11/3,kazu_snsmind,10/14,mana_desu612,7/16,DjOr9qej8SvuWoe",,
21,ウルト＝ヘカウ女神,UltoHekau,"2023/3/21,Hidepon_Art,3/7,sadamasa_mori,1/11Mamma_miya081,sadamasa_mori,1/9,aya_gokigen,11/28,kifunejinja,11/7,awata_shrine,10/25,oyumaru000,10/13,yymrtg,10/1,AoiKoyama1",renai_teacher1,
6,宇宙人ポジ,CosmosPozi,,manomano_farm,mayumiya_mikako
2,宇宙人アルコル खुशी〜ブロック解放・10兆エネルギーワーク・事業相談〜,cosmos_alcor,,UF_dynasty,okage_arigataya
52,セルケト｜Serket,d9SWajBi,"3/8,TukitoRyu1,12/3,MA1YU5MI,10/31,hitsuji_photos,8/8,hoikude0874,7/14,mocchiyinc",MayuTepe,yu_invester
53,サテト女神,satisgoddess,"12/8,shikigami_h,10/31,co_sodatte_biz,8/24,OneMoreChoice_,8/9,kiiroitori2014,7/30,hitori_seikou,multi_inari",zatsukuriwakaru,yulangtal
54,ケプリ神,Kheprigod417,"3/11,shibasaki_art,3/6,Drmiidr,2/24,maccya_book,2/20,uranai_sasoriza,11/28,adafklpp",akohodge,
353,セクメト女神,SekhmetGod,"12/30,junya_ikd,12/19,iruma7788,12/7,Kakorichi8726,ChieAloha_Y,11/28,nokinbody,10/15,yayo_1coaching,10/12,renyuki888,10/3,th_yumiko,9/12,DONMAI86677110,naturalpastel74,8/8,pomu_iyashi,7/27,am_phtoimo_3939",Masaya_Inv,sho_netbiz
336,Brain IQ10兆エネルギー永久版。一生何度でも受け取れる,iq10trillion0,,enicat10,2ndjungo
20,flower fairy~恋愛ヒーリング~,flour_fairy1,,kanacoroll,naya78naya
86,いるかさんのヒーリング(healing)を受け続ける外銀OLちゃん(東京都）,healing_ol,12/27,mito0504,koyuki_bubbly
28,第２チャクラの活性化-Crystal Bowl Healing-,healing_bowl,,monchan5251,tpyclub
85,自在観時空マニフォールド(Manifold)｜空なる視点の構築,Manifol_Arcane,,DolceandCamarna,9_umaumamikan
34,【396Hz】 第1チャクラを活性化し恐怖・不安・トラウマを手放すソルフェジオ周波数音楽,Firstchakra_396,,rotodream,migido85
72,セラピスベイレイ(angel)／SERAPIS BEY RAY,Serapis_angel,,kaori_alter17,sun_arcus
89,宇宙人マヤ(Maya),Maya963396,,NB_spi_fortune,kanon_shiranoi
78,グランドクロスブッダの階梯 ～超抽象度の閃き(Inspiration)によるゴール現実化,Inspiration1345,,mitu_happy_life,dameningentachi
90,宇宙人アクルックス(Acrux),Acrux417,,sVv5DXh6oXCenPt,PositiveSalon
75,メルセゲル(Guardian)｜Meretseger,Meretseger_G,,kimurafujiko,y__ki123 
31,宇宙人グルイス(Gruis),Gruis963396,,raimumi,eikyuzan
44,963 Hzの神の周波数、クラウンチャクラの癒しの音楽、ワンネスへの回帰、スピリチュアルなつながり,963H_god,,satsukiavatar,charko11spi
2,【2nd Chakra】人間的魅力を高める　良好な人間関係　幸運　創造性の解放 うつ病治療,Chakra2nd,,sinra7652,_beat_takeshi
38,第2チャクラ 417Hz 〓マイナスな状況からの回復、変容の促進〓The Second Chakra,2ndChakra_417hz,,sichuuranai,anessa_hirano
55,望む人生を創造する力を得る　幸運を引き寄せる　引き寄せの法則　528Hz 第３チャクラの活性化,3ndChakra_528Hz,,Loveapple2222,utu2219ms06v 
74,コンス神(medical),cons_medical,,YOUUNIART,blue_moonlit
65,第一チャクラの浄化・癒し・マイナスの感情・不安・恐怖心・トラウマを浄化し、心を安定させる,1chakra_heel,,Yuta_BigDreamer,corog3
47,741 hzは毒素とネガティビティを取り除き、オーラを浄化し、精神的覚醒、チベットボウル,741hz_clean,,ryu_no_ske,wakannnaindesun
87,宇宙人アイアン(Iron),Iron963396,,JBQooHEvbivZlhf,Amaki_Noa
6,宇宙人デルタ(Delta),Delta963396,,bungaku_schizo,Dubai_Coach_TAE
102,宇宙人モルガナイトओम्अघग,CosmosMruganite,,mii_lovenewme88 ,keitaatega
69,シリウス星の女神｜ソプデト,Sopdet_Sirius,,hsp_hidama,kigaku_kirakuya
71,639 hz関係を調和、愛とポジティブなエネルギーを引き付け、古いネガティブなエネルギーを癒す,639Hz_love,,pleiadesreina,takamiya_fu
33,ソルフェジオ周波数417Hz♪幸せと魅力の宝庫、第2チャクラを癒す音楽,2chakra_sol,,utu828 ,SqaG2BtFD8CbkVW
62,528Hzポジティブトランスフォーメーション、感情的および肉体的治癒、抗不安、再生,528Hz_healing,,kururun1011,narityx
16,仮空中と超越(Transcendence),Transcend112,,nashie5329,fakesoul2
39,【アセンデッドマスター21種】ダイヤモンドレイ／可能宇宙(cosmos)へ移行する核融合エネルギー,Diamond_cosmos,,miyu_0705__,magnolia87121
41,＜第１チャクラ＞ムーラダーラ・チャクラ ルートチャクラ 生命力 情熱 バイタリティ 行動力 開拓力,1_firstchakra_V,,kopo_adhd,coach_jun_saito
48,第7チャクラ活性化 宇宙エネルギー「プラーナ」引き寄せの力　天運に恵まれる　九死に一生を得る,7Chakra_Prana,,4RMt1LQizbclk32,shiorin223049
67,織姫｜伝承 ,orihime_ten,,osho_bot_jp,miki_y317
56,愛の女神｜ハトホル,love_god934,,kiyokimidori,gengan_revival
11,治癒・免疫力　HSPのヒーリング 睡眠導入・瞑想・音楽療法 自律神経を整える,healing_HSP,,sawaasako,qdNjJx76OvlNZeh
60,現状の外側(senses)｜自動的に成功する,senses_success,,spi_kazuma,miku_love_story 
12,ピアノヒーリング 表現する 第5チャクラ,5Chakra_Piano,,stmoo_nica,mayarekibiz
88,祇園信仰｜花街からの伝言 ,gion_mai34,,ivy_akane,deco358
8,セベク(God),Sebek_God,,adler187027,OkKsFK8FCl6tn8o
68,第６チャクラ、第三の目を活性化するＢＧＭ　宇宙意識　直観力　第六感　記憶力　成功イメージの具現化,6Chakra_bgm,,kiyomitu369,TakuyaKasamatsu
10,聖母マリアとヨセフ／聖霊、宇宙(cosmos)天使の存在,cosmos_Malia,,hsp_momomo,HeartBlessing33
29,第5チャクラ スピリチュアル能力の活性化　表現力・創造性の開花　魂の開放　具現化  甲状腺治療,5Chakra_spi,,harapeko10aoko ,VenusHeart0
73,Crystal Bowl水晶の音色「第5チャクラを整える音」,5Chakra_Crystal,,himalaya_siddha,so80372859
37,741HZ/第５チャクラ/問題の解決/表現力の向上/コミュニケーション能力の向上/創造性の向上,5Chakra_741hz,,7tuno_mahou,yamatakaaniki
13,心身の健康を整えてくれる285Hz｜メンタルが強くなる｜ストレスに強くなる｜癒しの音楽もご一緒に,285Hz_mental,,solange_lumine,fukumoto_kaname
50,天野いるか＠フラクタル宇宙覚醒ヒーリング(healing),amanoiruka_heel,,86emi,fear_social
57,【528Hz】第3チャクラを癒し自信と自尊心を高めるソルフェジオ周波数音楽,3rd_528Hz,,usogoto,Nonchi73384530
3,第4チャクラ活性化 心のヒーリング 幸福感 カリスマ性 コミュニケーション力 639hz,4Chakra_639hz,,ryukokoro69,Nagahara1018
82,【超アスリートエネルギー】運動(sport)能力向上,athlete_ene,,uraotoworld,ma_ikeru68
15,852 hz周波数を愛し、エネルギー振動を高め、深い瞑想、癒しのトーン,hz_852,,112255noah,loveyassy
70,絶対開運ज़मीन・｜気功・ヒーリング(healing)anna🌏,healing_anna,,MayumiHappySoul,animiscent
58,イムスティ(spirit),Imsty_spirit,,myogyokushintan,hoshinokikou
26,第1チャクラを活性化させ生きる力を養う　引きこもり、うつ病、精神病、自傷、ED治療、不感症改善,firstchakra_1,,loversky7211,iuiuiu202012
54,嵐の神｜セト,storm_godseto,,shzk15,WAXMOlP2pshEAkf
84,冥界の神｜イシス,Isis_god56,,direngrey0727,micicokuma
83,超越視点の獲得と覚醒(Awakening),Awakening_heel,,RonielYamato,umeyan3
80,縁起の実践とアプリオリ超越(Transcendence),Transce_presage,,butaman88,kitajun4628
5,苫米地式コーチング(Coaching)｜絶対ヒーリング｜転生の間／アセンション・イシスの導き,Coaching_Isis,,miki03110311,buddhism_bot
63,宇宙人ネプチューン(Neptune),CosmosNeptune6,,NabeTeru323,Nishiogi_hotcs
32,幸運と極度の幸運を引き付ける| 富と緊急のお金を受け取る| 神の豊かさ,432Hz_luck,,christy516,Feb8610 
81,「第3の目」を覚醒させる。エナジーミュージックで「覚醒I」松果体を揺り起こす。,3rdC_Music,,oyanochikara,888_ouka
19,超次元ゲシュタルト構築の奥義(mystery)～顕密同行と隠覆蔵知の獲得,mystery_pow,,pikku_kauppa,Kazu_Prayer
25,戦と狩猟の女神｜ネイト,Nate_Hunting,,manaka_kotohogi,HAPPY_IDEA_ONO
36,苫米地式コーチング(Coaching)1000倍奇跡ओम् ／除霊・浄霊・絶対ヒーリングの間,1000_coaching,,ryusukehazama,carol_since1971
51,【超強力】第7チャクラが刺激され特殊能力が覚醒し、才能を活かすと共に高次元からの導きで人生が好転,7Chakra_Guid,,howari_kotodama,kameoupao73kro
